pos	conj	neg	fml	onum	stem	okuri	euphr	euphk	pos2
40	5	t	t	1	1	てません			
40	6	f	f	1	1	たれる			
40	6	f	t	1	1	たれます			
40	6	t	f	1	1	たれない			
40	6	t	t	1	1	たれません			
40	7	f	f	1	1	たせる			
40	7	f	f	2	1	たす			
40	7	f	t	1	1	たせます			
40	7	f	t	2	1	たします			
40	7	t	f	1	1	たせない			
40	7	t	f	2	1	たさない			
40	7	t	t	1	1	たせません			
40	7	t	t	2	1	たしません			
40	8	f	f	1	1	たせられる			
40	8	f	f	2	1	たされる			
40	8	f	t	1	1	たせられます			
40	8	f	t	2	1	たされます			
40	8	t	f	1	1	たせられない			
40	8	t	f	2	1	たされない			
40	8	t	t	1	1	たせられません			
40	8	t	t	2	1	たされません			
40	9	f	f	1	1	とう			
40	9	f	t	1	1	ちましょう			
40	9	t	f	1	1	つまい			
40	9	t	t	1	1	ちませんまい			
40	10	f	f	1	1	て			
40	10	f	t	1	1	ちなさい			
40	10	t	f	1	1	つな			
40	10	t	t	1	1	ちなさるな			
40	11	f	f	1	1	ったら			
40	11	f	t	1	1	ちまったら			
40	11	t	f	1	1	たなかったら			
40	11	t	t	1	1	ちませんでしたら			
40	12	f	f	1	1	ったり			
40	12	f	t	1	1	ちましたり			
40	12	t	f	1	1	たなかったり			
40	12	t	t	1	1	ちませんでしたり			
40	13	f	f	1	1	ち			
41	1	f	f	1	1	う			
41	1	f	t	1	1	います			
41	1	t	f	1	1	わない			
41	1	t	t	1	1	いません			
41	2	f	f	1	1	った			
41	2	f	t	1	1	いました			
41	2	t	f	1	1	わなかった			
41	2	t	t	1	1	いませんでした			
41	3	f	f	1	1	って			
41	3	f	t	1	1	いまして			
41	3	t	f	1	1	わなくて			
41	3	t	f	2	1	わないで			
41	3	t	t	1	1	いませんで			
41	4	f	f	1	1	えば			
41	4	f	t	1	1	いますなら			
41	4	f	t	2	1	いますならば			
41	4	t	f	1	1	わなければ			
41	4	t	t	1	1	いませんなら			
41	4	t	t	2	1	いませんならば			
41	5	f	f	1	1	える			
41	5	f	t	1	1	えます			
41	5	t	f	1	1	えない			
41	5	t	t	1	1	えません			
41	6	f	f	1	1	われる			
41	6	f	t	1	1	われます			
41	6	t	f	1	1	われない			
41	6	t	t	1	1	われません			
41	7	f	f	1	1	わせる			
41	7	f	f	2	1	わす			
41	7	f	t	1	1	わせます			
41	7	f	t	2	1	わします			
41	7	t	f	1	1	わせない			
41	7	t	f	2	1	わさない			
41	7	t	t	1	1	わせません			
41	7	t	t	2	1	わしません			
41	8	f	f	1	1	わせられる			
41	8	f	f	2	1	わされる			
41	8	f	t	1	1	わせられます			
41	8	f	t	2	1	わされます			
41	8	t	f	1	1	わせられない			
41	8	t	f	2	1	わされない			
41	8	t	t	1	1	わせられません			
41	8	t	t	2	1	わされません			
41	9	f	f	1	1	おう			
41	9	f	t	1	1	いましょう			
41	9	t	f	1	1	うまい			
41	9	t	t	1	1	いませんまい			
41	10	f	f	1	1	え			
41	10	f	t	1	1	いなさい			
41	10	t	f	1	1	うな			
41	10	t	t	1	1	いなさるな			
41	11	f	f	1	1	ったら			
41	11	f	t	1	1	いましたら			
41	11	t	f	1	1	わかったら			
41	11	t	t	1	1	いませんでしたら			
41	12	f	f	1	1	ったり			
41	12	f	t	1	1	いましたり			
41	12	t	f	1	1	わなかったり			
41	12	t	t	1	1	いませんでしたり			
41	13	f	f	1	1	い			
42	1	f	f	1	1	う			
42	1	f	t	1	1	います			
42	1	t	f	1	1	わない			
42	1	t	t	1	1	いません			
42	2	f	f	1	1	うた			
42	2	f	t	1	1	いました			
42	2	t	f	1	1	わなかった			
42	2	t	t	1	1	いませんでした			
42	3	f	f	1	1	うて			
42	3	f	t	1	1	いまして			
42	3	t	f	1	1	わなくて			
42	3	t	f	2	1	わないで			
42	3	t	t	1	1	いませんで			
42	4	f	f	1	1	えば			
42	4	f	t	1	1	いますなら			
42	4	f	t	2	1	いますならば			
42	4	t	f	1	1	わなければ			
42	4	t	t	1	1	いませんなら			
42	4	t	t	2	1	いませんならば			
42	5	f	f	1	1	える			
42	5	f	t	1	1	えます			
42	5	t	f	1	1	えない			
42	5	t	t	1	1	えません			
42	6	f	f	1	1	われる			
42	6	f	t	1	1	われます			
42	6	t	f	1	1	われない			
42	6	t	t	1	1	われません			
42	7	f	f	1	1	わせる			
42	7	f	f	2	1	わす			
42	7	f	t	1	1	わせます			
42	7	f	t	2	1	わします			
42	7	t	f	1	1	わせない			
42	7	t	f	2	1	わさない			
42	7	t	t	1	1	わせません			
42	7	t	t	2	1	わしません			
42	8	f	f	1	1	わせられる			
42	8	f	f	2	1	わされる			
42	8	f	t	1	1	わせられます			
42	8	f	t	2	1	わされます			
42	8	t	f	1	1	わせられない			
42	8	t	f	2	1	わされない			
42	8	t	t	1	1	わせられません			
42	8	t	t	2	1	わされません			
42	9	f	f	1	1	おう			
42	9	f	t	1	1	いましょう			
42	9	t	f	1	1	うまい			
42	9	t	t	1	1	いませんまい			
42	10	f	f	1	1	え			
42	10	f	t	1	1	いなさい			
42	10	t	f	1	1	うな			
42	10	t	t	1	1	いなさるな			
42	11	f	f	1	1	うたら			
42	11	f	t	1	1	いましたら			
42	11	t	f	1	1	わなかったら			
42	11	t	t	1	1	いませんでしたら			
42	12	f	f	1	1	うたり			
42	12	f	t	1	1	いましたり			
42	12	t	f	1	1	わなかったり			
42	12	t	t	1	1	いませんでしたり			
42	13	f	f	1	1	い			
45	1	f	f	1	1	る	く		
45	1	f	t	1	1	ます	き		
45	1	t	f	1	1	ない	こ		
45	1	t	t	1	1	ません	き		
45	2	f	f	1	1	た	き		
45	2	f	t	1	1	ました	き		
45	2	t	f	1	1	なかった	こ		
45	2	t	t	1	1	ませんでした	き		
45	3	f	f	1	1	て	き		
45	3	f	t	1	1	まして	き		
45	3	t	f	1	1	なくて	こ		
45	3	t	f	2	1	ないで	こ		
45	3	t	t	1	1	ませんで	き		
45	4	f	f	1	1	れば	く		
45	4	f	t	1	1	ますなら	く		
45	4	f	t	2	1	ますならば	く		
45	4	t	f	1	1	なければ	く		
45	4	t	t	1	1	ませんなら	く		
45	4	t	t	2	1	ませんならば	く		
45	5	f	f	1	1	られる	こ		
45	5	f	f	2	1	れる	こ		
45	5	f	t	1	1	られます	こ		
45	5	f	t	2	1	れます	こ		
45	5	t	f	1	1	られない	こ		
45	5	t	f	2	1	れない	こ		
45	5	t	t	1	1	られません	こ		
45	5	t	t	2	1	れません	こ		
45	6	f	f	1	1	られる	こ		
45	6	f	t	1	1	られます	こ		
45	6	t	f	1	1	られない	こ		
45	6	t	t	1	1	られません	こ		
45	7	f	f	1	1	させる	こ		
45	7	f	f	2	1	さす	こ		
45	7	f	t	1	1	させます	こ		
45	7	f	t	2	1	さします	こ		
45	7	t	f	1	1	させない	こ		
45	7	t	f	2	1	ささない	こ		
45	7	t	t	1	1	させません	こ		
45	7	t	t	2	1	さしません	こ		
45	8	f	f	1	1	させられる	こ		
45	8	f	t	1	1	させられます	こ		
45	8	t	f	1	1	させられない	こ		
45	8	t	t	1	1	させられません	こ		
45	9	f	f	1	1	よう	こ		
45	9	f	t	1	1	ましょう	き		
45	9	t	f	1	1	まい	こ		
45	9	t	t	1	1	ますまい	き		
45	10	f	f	1	1	い	こ		
45	10	f	t	1	1	なさい	こ		
45	10	t	f	1	1	るな	く		
45	10	t	t	1	1	なさるな	こ		
45	11	f	f	1	1	たら	き		
45	11	f	t	1	1	ましたら	き		
45	11	t	f	1	1	なかったら	こ		
45	11	t	t	1	1	ませんでしたら	き		
45	12	f	f	1	1	たり	き		
45	12	f	t	1	1	ましたり	き		
45	12	t	f	1	1	なかったり	こ		
45	12	t	t	1	1	ませんでしたり	き		
45	13	f	f	1	1	""	き		
46	1	f	f	1	0	する			
47	1	f	f	1	1	る	す		
47	1	f	t	1	1	ます	し		
47	1	t	f	1	1	ない	さ		
47	1	t	t	1	1	ません	し		
47	2	f	f	1	1	た	し		
47	2	f	t	1	1	ました	し		
47	2	t	f	1	1	なかった	さ		
47	2	t	t	1	1	ませんでした	し		
47	3	f	f	1	1	て	し		
47	3	f	t	1	1	まして	し		
47	3	t	f	1	1	なくて	さ		
47	3	t	f	2	1	ないで	し		
47	3	t	t	1	1	ませんで	し		
47	4	f	f	1	1	れば	す		
47	4	f	t	1	1	ますなら	し		
47	4	f	t	2	1	ますなれば	し		
47	4	t	f	1	1	なければ	さ		
47	4	t	t	1	1	ませんなら	し		
47	4	t	t	2	1	ませんならば	し		
47	5	f	f	1	1	る	しえ		
47	5	f	f	2	1	る	しう		
47	5	f	t	1	1	ます	しえ		
47	5	t	f	1	1	ない	しえ		
47	5	t	t	1	1	ません	しえ		
47	6	f	f	1	1	れる	さ		
47	6	f	t	1	1	れます	さ		
47	6	t	f	1	1	れない	さ		
47	6	t	t	1	1	れません	さ		
47	7	f	f	1	1	せる	さ		
47	7	f	f	2	1	す	さ		
47	7	f	t	1	1	せます	さ		
47	7	f	t	2	1	します	さ		
47	7	t	f	1	1	せない	さ		
47	7	t	f	2	1	さない	さ		
47	7	t	t	1	1	せません	さ		
47	7	t	t	2	1	しません	さ		
47	8	f	f	1	1	せられる	さ		
47	8	f	t	1	1	せられます	さ		
47	8	t	f	1	1	せられない	さ		
47	8	t	t	1	1	せられません	さ		
47	9	f	f	1	1	よう	し		
47	9	f	t	1	1	ましょう	し		
47	9	t	f	1	1	るまい	す		
47	9	t	t	1	1	ますまい	し		
47	10	f	f	1	1	ろ	し		
47	10	f	f	2	1	よ	せ		
47	10	f	t	1	1	なさい	し		
47	10	t	f	1	1	るな	す		
47	10	t	t	1	1	なさるな	し		
47	11	f	f	1	1	たら	し		
47	11	f	t	1	1	ましたら	し		
47	11	t	f	1	1	なかったら	さ		
47	11	t	t	1	1	ませんでしたら	し		
47	12	f	f	1	1	たり	し		
47	12	f	t	1	1	ましたり	し		
47	12	t	f	1	1	なかったり	さ		
47	12	t	t	1	1	ませんでしたり	し		
47	13	f	f	1	1	""	し		
48	1	f	f	1	1	る	す		
48	1	f	t	1	1	ます	し		
48	1	t	f	1	1	ない	し		
48	1	t	t	1	1	ません	し		
48	2	f	f	1	1	た	し		
48	2	f	t	1	1	ました	し		
48	2	t	f	1	1	なかった	し		
48	2	t	t	1	1	ませんでした	し		
48	3	f	f	1	1	て	し		
48	3	f	t	1	1	まして	し		
48	3	t	f	1	1	なくて	し		
48	3	t	f	2	1	ないで	し		
48	3	t	t	1	1	ませんで	し		
48	4	f	f	1	1	れば	す		
48	4	f	t	1	1	ますなら	し		
48	4	f	t	2	1	ますなれば	し		
48	4	t	f	1	1	なければ	し		
48	4	t	t	1	1	ませんなら	し		
48	4	t	t	2	1	ませんならば	し		
48	5	f	f	1	1	る	でき	出来	
48	5	f	t	1	1	ます	でき	出来	
48	5	t	f	1	1	ない	でき	出来	
48	5	t	t	1	1	ません	でき	出来	
48	6	f	f	1	1	れる	さ		
48	6	f	t	1	1	れます	さ		
48	6	t	f	1	1	れない	さ		
48	6	t	t	1	1	れません	さ		
48	7	f	f	1	1	せる	さ		
48	7	f	f	2	1	す	さ		
48	7	f	t	1	1	せます	さ		
48	7	f	t	2	1	します	さ		
48	7	t	f	1	1	せない	さ		
48	7	t	f	2	1	さない	さ		
48	7	t	t	1	1	せません	さ		
48	7	t	t	2	1	しません	さ		
48	8	f	f	1	1	せられる	さ		
48	8	f	t	1	1	せられます	さ		
48	8	t	f	1	1	せられない	さ		
48	8	t	t	1	1	せられません	さ		
48	9	f	f	1	1	よう	し		
48	9	f	t	1	1	ましょう	し		
48	9	t	f	1	1	るまい	す		
48	9	t	t	1	1	ますまい	し		
48	10	f	f	1	1	ろ	し		
48	10	f	f	2	1	よ	せ		
48	10	f	t	1	1	なさい	し		
48	10	t	f	1	1	るな	す		
48	10	t	t	1	1	なさるな	し		
48	11	f	f	1	1	たら	し		
48	11	f	t	1	1	ましたら	し		
48	11	t	f	1	1	なかったら	し		
48	11	t	t	1	1	ませんでしたら	し		
48	12	f	f	1	1	たり	し		
48	12	f	t	1	1	ましたり	し		
48	12	t	f	1	1	なかったり	し		
48	12	t	t	1	1	ませんでしたり	し		
48	13	f	f	1	1	""	し		
